"Date","Open","High","Low","Close","TotalVolume"
2002/6/7,5460.000000,5478.000000,5203.000000,5358.000000,15341
2002/6/10,5471.000000,5493.000000,5410.000000,5470.000000,10938
2002/6/11,5463.000000,5530.000000,5351.000000,5390.000000,16118
2002/6/12,5368.000000,5434.000000,5356.000000,5431.000000,12031
2002/6/13,5475.000000,5595.000000,5465.000000,5580.000000,16029
2002/6/14,5546.000000,5600.000000,5532.000000,5600.000000,9387
2002/6/17,5615.000000,5632.000000,5540.000000,5560.000000,8093
2002/6/18,5650.000000,5663.000000,5551.000000,5600.000000,5768
2002/6/19,5545.000000,5575.000000,5360.000000,5370.000000,5469
2002/6/20,5336.000000,5440.000000,5280.000000,5410.000000,15062
2002/6/21,5341.000000,5525.000000,5321.000000,5440.000000,21121
2002/6/24,5402.000000,5449.000000,5330.000000,5415.000000,17214
2002/6/25,5440.000000,5465.000000,5320.000000,5341.000000,20902
2002/6/26,5256.000000,5260.000000,5082.000000,5083.000000,19106
2002/6/27,5163.000000,5165.000000,5060.000000,5095.000000,18222
2002/6/28,5155.000000,5187.000000,5129.000000,5147.000000,13262
2002/7/1,5120.000000,5120.000000,4922.000000,4926.000000,12779
2002/7/2,4876.000000,4985.000000,4860.000000,4950.000000,14198
2002/7/3,4890.000000,5059.000000,4789.000000,5058.000000,22802
2002/7/4,5038.000000,5097.000000,5006.000000,5080.000000,15766
2002/7/5,5080.000000,5199.000000,5064.000000,5170.000000,18970
2002/7/8,5250.000000,5336.000000,5235.000000,5270.000000,16577
2002/7/9,5271.000000,5315.000000,5240.000000,5307.000000,11773
2002/7/10,5257.000000,5265.000000,5183.000000,5200.000000,13867
2002/7/11,5110.000000,5210.000000,5102.000000,5130.000000,16549
2002/7/12,5220.000000,5415.000000,5205.000000,5415.000000,18070
2002/7/15,5381.000000,5415.000000,5353.000000,5370.000000,9956
2002/7/16,5399.000000,5459.000000,5283.000000,5318.000000,8263
2002/7/17,5261.000000,5288.000000,5171.000000,5240.000000,4881
2002/7/18,5213.000000,5268.000000,5148.000000,5199.000000,19780
2002/7/19,5107.000000,5136.000000,5092.000000,5124.000000,14418
2002/7/22,5050.000000,5071.000000,5007.000000,5025.000000,11457
2002/7/23,5006.000000,5190.000000,4970.000000,5190.000000,20121
2002/7/24,5100.000000,5100.000000,4970.000000,5042.000000,19132
2002/7/25,5196.000000,5196.000000,5031.000000,5057.000000,19257
2002/7/26,4912.000000,4912.000000,4732.000000,4745.000000,18810
2002/7/29,4800.000000,4930.000000,4762.000000,4833.000000,16069
2002/7/30,4965.000000,5013.000000,4903.000000,4946.000000,19243
2002/7/31,4976.000000,4984.000000,4884.000000,4895.000000,0
2002/8/1,4905.000000,4947.000000,4860.000000,4892.000000,14453
2002/8/2,4798.000000,4928.000000,4775.000000,4920.000000,15188
2002/8/5,4747.000000,4770.000000,4576.000000,4576.000000,17328
2002/8/6,4482.000000,4625.000000,4471.000000,4530.000000,19542
2002/8/7,4650.000000,4698.000000,4635.000000,4669.000000,15983
2002/8/8,4668.000000,4710.000000,4596.000000,4632.000000,20687
2002/8/9,4737.000000,4795.000000,4720.000000,4769.000000,18914
2002/8/12,4775.000000,4813.000000,4744.000000,4773.000000,0
2002/8/13,4769.000000,4790.000000,4741.000000,4771.000000,7607
2002/8/14,4730.000000,4858.000000,4710.000000,4847.000000,0
2002/8/15,4934.000000,4969.000000,4888.000000,4907.000000,15322
2002/8/16,4927.000000,4939.000000,4865.000000,4882.000000,0
2002/8/19,4882.000000,4920.000000,4850.000000,4854.000000,7634
2002/8/20,4925.000000,4938.000000,4882.000000,4900.000000,7410
2002/8/21,4873.000000,4894.000000,4842.000000,4894.000000,5949
2002/8/22,4893.000000,4975.000000,4887.000000,4946.000000,17868
2002/8/23,4980.000000,5020.000000,4930.000000,4935.000000,0
2002/8/26,4920.000000,4948.000000,4877.000000,4948.000000,11617
2002/8/27,4939.000000,4946.000000,4851.000000,4851.000000,13650
2002/8/28,4801.000000,4840.000000,4761.000000,4785.000000,0
2002/8/29,4758.000000,4819.000000,4732.000000,4785.000000,0
2002/8/30,4777.000000,4798.000000,4737.000000,4746.000000,0
2002/9/2,4730.000000,4735.000000,4613.000000,4617.000000,12654
2002/9/3,4611.000000,4658.000000,4541.000000,4600.000000,16800
2002/9/4,4524.000000,4604.000000,4503.000000,4557.000000,0
2002/9/5,4588.000000,4594.000000,4442.000000,4442.000000,15890
2002/9/9,4480.000000,4514.000000,4415.000000,4501.000000,15222
2002/9/10,4526.000000,4651.000000,4486.000000,4648.000000,22962
2002/9/11,4660.000000,4675.000000,4626.000000,4660.000000,0
2002/9/12,4636.000000,4668.000000,4575.000000,4631.000000,16917
2002/9/13,4556.000000,4576.000000,4534.000000,4540.000000,12761
2002/9/16,4550.000000,4558.000000,4410.000000,4422.000000,12862
2002/9/17,4490.000000,4660.000000,4432.000000,4640.000000,11185
2002/9/18,4545.000000,4550.000000,4445.000000,4475.000000,4821
2002/9/19,4460.000000,4540.000000,4436.000000,4441.000000,23713
2002/9/20,4305.000000,4393.000000,4300.000000,4365.000000,0
2002/9/23,4351.000000,4386.000000,4280.000000,4314.000000,16837
2002/9/24,4300.000000,4363.000000,4262.000000,4291.000000,21308
2002/9/25,4270.000000,4297.000000,4100.000000,4175.000000,0
2002/9/26,4239.000000,4274.000000,4201.000000,4205.000000,19621
2002/9/27,4219.000000,4263.000000,4145.000000,4190.000000,21991
2002/9/30,4118.000000,4180.000000,4045.000000,4123.000000,17725
2002/10/1,4111.000000,4200.000000,4080.000000,4120.000000,23445
2002/10/2,4225.000000,4236.000000,4110.000000,4113.000000,22807
2002/10/3,4081.000000,4094.000000,4024.000000,4044.000000,16284
2002/10/4,4035.000000,4099.000000,4006.000000,4049.000000,0
2002/10/7,4000.000000,4000.000000,3887.000000,3896.000000,17827
2002/10/8,3911.000000,3965.000000,3872.000000,3965.000000,20346
2002/10/9,3939.000000,3994.000000,3872.000000,3872.000000,22205
2002/10/11,3927.000000,3949.000000,3783.000000,3818.000000,22001
2002/10/14,3869.000000,3914.000000,3850.000000,3880.000000,18596
2002/10/15,3930.000000,4151.000000,3925.000000,4151.000000,12044
2002/10/16,4244.000000,4245.000000,4144.000000,4198.000000,0
2002/10/17,4165.000000,4286.000000,4144.000000,4266.000000,28328
2002/10/18,4310.000000,4436.000000,4297.000000,4400.000000,27901
2002/10/21,4350.000000,4418.000000,4350.000000,4360.000000,17425
2002/10/22,4410.000000,4438.000000,4287.000000,4292.000000,26720
2002/10/23,4314.000000,4592.000000,4275.000000,4592.000000,34992
2002/10/24,4563.000000,4594.000000,4485.000000,4543.000000,0
2002/10/25,4500.000000,4576.000000,4461.000000,4520.000000,25385
2002/10/28,4570.000000,4631.000000,4536.000000,4539.000000,0
2002/10/29,4510.000000,4550.000000,4492.000000,4521.000000,16395
2002/10/30,4501.000000,4568.000000,4405.000000,4440.000000,26769
2002/10/31,4484.000000,4580.000000,4469.000000,4549.000000,24792
2002/11/1,4558.000000,4559.000000,4425.000000,4466.000000,0
2002/11/4,4586.000000,4640.000000,4516.000000,4595.000000,22066
2002/11/5,4605.000000,4608.000000,4512.000000,4548.000000,19679
2002/11/6,4568.000000,4750.000000,4532.000000,4720.000000,32593
2002/11/7,4717.000000,4773.000000,4693.000000,4748.000000,21177
2002/11/8,4699.000000,4794.000000,4688.000000,4783.000000,0
2002/11/11,4735.000000,4749.000000,4656.000000,4680.000000,18773
2002/11/12,4626.000000,4693.000000,4608.000000,4673.000000,18946
2002/11/13,4670.000000,4691.000000,4613.000000,4657.000000,18427
2002/11/14,4668.000000,4729.000000,4650.000000,4662.000000,0
2002/11/15,4765.000000,4825.000000,4742.000000,4815.000000,19786
2002/11/18,4810.000000,4828.000000,4784.000000,4790.000000,9950
2002/11/19,4788.000000,4799.000000,4722.000000,4740.000000,0
2002/11/20,4711.000000,4739.000000,4640.000000,4661.000000,5248
2002/11/21,4730.000000,4743.000000,4591.000000,4631.000000,22223
2002/11/22,4725.000000,4760.000000,4701.000000,4710.000000,0
2002/11/25,4731.000000,4748.000000,4651.000000,4748.000000,16618
2002/11/26,4722.000000,4745.000000,4672.000000,4681.000000,0
2002/11/27,4640.000000,4659.000000,4604.000000,4655.000000,17410
2002/11/28,4720.000000,4742.000000,4621.000000,4640.000000,21260
2002/11/29,4644.000000,4685.000000,4628.000000,4670.000000,0
2002/12/2,4660.000000,4715.000000,4616.000000,4713.000000,0
2002/12/3,4702.000000,4805.000000,4680.000000,4776.000000,22769
2002/12/4,4741.000000,4769.000000,4735.000000,4745.000000,10321
2002/12/5,4751.000000,4769.000000,4723.000000,4763.000000,11363
2002/12/6,4738.000000,4762.000000,4731.000000,4744.000000,0
2002/12/9,4780.000000,4848.000000,4780.000000,4790.000000,0
2002/12/10,4750.000000,4755.000000,4717.000000,4755.000000,14054
2002/12/11,4730.000000,4783.000000,4681.000000,4686.000000,18522
2002/12/12,4690.000000,4710.000000,4638.000000,4687.000000,14773
2002/12/13,4669.000000,4673.000000,4615.000000,4623.000000,0
2002/12/16,4582.000000,4609.000000,4566.000000,4600.000000,10434
2002/12/17,4639.000000,4644.000000,4568.000000,4576.000000,7422
2002/12/18,4551.000000,4595.000000,4542.000000,4550.000000,6120
2002/12/19,4509.000000,4575.000000,4491.000000,4550.000000,0
2002/12/20,4550.000000,4593.000000,4504.000000,4573.000000,18771
2002/12/23,4569.000000,4580.000000,4536.000000,4536.000000,0
2002/12/24,4550.000000,4565.000000,4521.000000,4530.000000,9859
2002/12/25,4520.000000,4528.000000,4481.000000,4488.000000,12246
2002/12/26,4488.000000,4535.000000,4458.000000,4531.000000,12472
2002/12/27,4527.000000,4534.000000,4495.000000,4501.000000,9300
2002/12/30,4452.000000,4469.000000,4408.000000,4416.000000,0
2002/12/31,4416.000000,4437.000000,4400.000000,4405.000000,8319
2003/1/2,4411.000000,4485.000000,4381.000000,4452.000000,0
2003/1/3,4551.000000,4594.000000,4536.000000,4571.000000,0
2003/1/6,4573.000000,4646.000000,4563.000000,4635.000000,14620
2003/1/7,4687.000000,4700.000000,4639.000000,4641.000000,14614
2003/1/8,4650.000000,4822.000000,4642.000000,4771.000000,21966
2003/1/9,4765.000000,4810.000000,4752.000000,4785.000000,0
2003/1/10,4845.000000,4847.000000,4792.000000,4828.000000,14898
2003/1/13,4868.000000,5025.000000,4851.000000,5025.000000,0
2003/1/14,5025.000000,5075.000000,4993.000000,5009.000000,7170
2003/1/15,5088.000000,5088.000000,4960.000000,5044.000000,0
2003/1/16,4990.000000,5027.000000,4932.000000,4940.000000,15161
2003/1/17,4930.000000,4959.000000,4903.000000,4925.000000,15063
2003/1/20,4892.000000,4976.000000,4882.000000,4968.000000,0
2003/1/21,4968.000000,5035.000000,4931.000000,4939.000000,0
2003/1/22,4910.000000,5006.000000,4910.000000,5002.000000,15666
2003/1/23,4998.000000,5087.000000,4996.000000,5085.000000,19929
2003/1/24,5085.000000,5110.000000,5053.000000,5063.000000,0
2003/1/27,5014.000000,5036.000000,4941.000000,4956.000000,14373
2003/1/28,4957.000000,5026.000000,4941.000000,5022.000000,11263
2003/2/6,5007.000000,5007.000000,4766.000000,4775.000000,14078
2003/2/7,4781.000000,4819.000000,4622.000000,4699.000000,18974
2003/2/10,4679.000000,4705.000000,4620.000000,4640.000000,12415
2003/2/11,4669.000000,4690.000000,4622.000000,4635.000000,13808
2003/2/12,4619.000000,4676.000000,4530.000000,4637.000000,0
2003/2/13,4610.000000,4625.000000,4485.000000,4485.000000,17777
2003/2/14,4512.000000,4560.000000,4472.000000,4489.000000,14580
2003/2/17,4580.000000,4699.000000,4580.000000,4690.000000,15292
2003/2/18,4682.000000,4682.000000,4610.000000,4636.000000,6717
2003/2/19,4680.000000,4683.000000,4541.000000,4545.000000,5247
2003/2/20,4536.000000,4575.000000,4507.000000,4560.000000,16371
2003/2/21,4566.000000,4584.000000,4512.000000,4540.000000,11619
2003/2/24,4575.000000,4625.000000,4514.000000,4601.000000,15679
2003/2/25,4540.000000,4548.000000,4434.000000,4450.000000,0
2003/2/26,4480.000000,4485.000000,4442.000000,4451.000000,14991
2003/2/27,4410.000000,4470.000000,4362.000000,4408.000000,18702
2003/3/3,4453.000000,4525.000000,4435.000000,4515.000000,15329
2003/3/4,4461.000000,4484.000000,4430.000000,4469.000000,0
2003/3/5,4400.000000,4438.000000,4380.000000,4389.000000,13659
2003/3/6,4410.000000,4423.000000,4385.000000,4397.000000,10631
2003/3/7,4348.000000,4385.000000,4321.000000,4355.000000,0
2003/3/10,4380.000000,4390.000000,4314.000000,4335.000000,11452
2003/3/11,4275.000000,4307.000000,4231.000000,4250.000000,18339
2003/3/12,4260.000000,4309.000000,4251.000000,4305.000000,14060
2003/3/13,4273.000000,4380.000000,4267.000000,4353.000000,21863
2003/3/14,4520.000000,4548.000000,4476.000000,4479.000000,18010
2003/3/17,4420.000000,4444.000000,4316.000000,4318.000000,11793
2003/3/18,4451.000000,4613.000000,4451.000000,4538.000000,10169
2003/3/19,4531.000000,4552.000000,4491.000000,4520.000000,3633
2003/3/20,4560.000000,4608.000000,4483.000000,4588.000000,29044
2003/3/21,4574.000000,4583.000000,4547.000000,4580.000000,10605
2003/3/24,4630.000000,4639.000000,4540.000000,4541.000000,12320
2003/3/25,4453.000000,4496.000000,4453.000000,4475.000000,0
2003/3/26,4500.000000,4514.000000,4462.000000,4470.000000,10054
2003/3/27,4456.000000,4497.000000,4442.000000,4496.000000,13048
2003/3/28,4496.000000,4496.000000,4441.000000,4453.000000,0
2003/3/31,4410.000000,4413.000000,4264.000000,4286.000000,20548
2003/4/1,4261.000000,4303.000000,4261.000000,4301.000000,11775
2003/4/2,4285.000000,4332.000000,4250.000000,4295.000000,0
2003/4/3,4383.000000,4388.000000,4322.000000,4338.000000,0
2003/4/4,4308.000000,4481.000000,4297.000000,4469.000000,29045
2003/4/7,4501.000000,4582.000000,4465.000000,4572.000000,24866
2003/4/8,4483.000000,4605.000000,4472.000000,4547.000000,23023
2003/4/9,4515.000000,4525.000000,4491.000000,4505.000000,13515
2003/4/10,4492.000000,4585.000000,4481.000000,4511.000000,23910
2003/4/11,4525.000000,4555.000000,4493.000000,4516.000000,15063
2003/4/14,4521.000000,4549.000000,4426.000000,4449.000000,17139
2003/4/15,4479.000000,4488.000000,4445.000000,4475.000000,6617
2003/4/16,4510.000000,4628.000000,4510.000000,4625.000000,9014
2003/4/17,4553.000000,4579.000000,4540.000000,4557.000000,15211
2003/4/18,4639.000000,4675.000000,4620.000000,4660.000000,0
2003/4/21,4650.000000,4657.000000,4612.000000,4657.000000,14028
2003/4/22,4620.000000,4628.000000,4559.000000,4571.000000,18081
2003/4/23,4600.000000,4619.000000,4552.000000,4570.000000,18575
2003/4/24,4580.000000,4580.000000,4322.000000,4356.000000,0
2003/4/25,4300.000000,4346.000000,4211.000000,4211.000000,29307
2003/4/28,4171.000000,4180.000000,4060.000000,4125.000000,29743
2003/4/29,4183.000000,4208.000000,4110.000000,4195.000000,0
2003/4/30,4235.000000,4255.000000,4105.000000,4135.000000,0
2003/5/2,4105.000000,4215.000000,4103.000000,4189.000000,0
2003/5/5,4200.000000,4207.000000,4133.000000,4190.000000,21099
2003/5/6,4205.000000,4243.000000,4180.000000,4185.000000,19165
2003/5/7,4205.000000,4252.000000,4193.000000,4245.000000,21543
2003/5/8,4232.000000,4234.000000,4156.000000,4165.000000,19439
2003/5/9,4157.000000,4259.000000,4157.000000,4224.000000,26441
2003/5/12,4225.000000,4287.000000,4206.000000,4245.000000,0
2003/5/13,4298.000000,4342.000000,4292.000000,4316.000000,22869
2003/5/14,4317.000000,4338.000000,4292.000000,4338.000000,0
2003/5/15,4314.000000,4325.000000,4270.000000,4324.000000,0
2003/5/16,4335.000000,4366.000000,4260.000000,4260.000000,20306
2003/5/19,4235.000000,4254.000000,4212.000000,4239.000000,14173
2003/5/20,4193.000000,4243.000000,4169.000000,4226.000000,0
2003/5/21,4231.000000,4247.000000,4213.000000,4240.000000,0
2003/5/22,4195.000000,4245.000000,4165.000000,4241.000000,26811
2003/5/23,4275.000000,4344.000000,4261.000000,4340.000000,28441
2003/5/26,4358.000000,4447.000000,4342.000000,4444.000000,24792
2003/5/27,4452.000000,4460.000000,4415.000000,4434.000000,0
2003/5/28,4590.000000,4591.000000,4465.000000,4485.000000,29380
2003/5/29,4470.000000,4498.000000,4445.000000,4453.000000,0
2003/5/30,4469.000000,4602.000000,4456.000000,4510.000000,46576
2003/6/2,4559.000000,4670.000000,4557.000000,4665.000000,0
2003/6/3,4650.000000,4664.000000,4616.000000,4658.000000,19167
2003/6/5,4706.000000,4748.000000,4691.000000,4725.000000,25384
2003/6/6,4735.000000,4736.000000,4677.000000,4732.000000,23063
2003/6/9,4683.000000,4810.000000,4675.000000,4800.000000,34328
2003/6/10,4766.000000,4832.000000,4765.000000,4821.000000,0
2003/6/11,4821.000000,4845.000000,4781.000000,4795.000000,25452
2003/6/12,4820.000000,4905.000000,4811.000000,4881.000000,28640
2003/6/13,4870.000000,4900.000000,4853.000000,4890.000000,18023
2003/6/16,4869.000000,4938.000000,4866.000000,4903.000000,0
2003/6/17,4989.000000,5037.000000,4961.000000,5037.000000,14696
2003/6/18,5020.000000,5123.000000,5001.000000,5015.000000,0
2003/6/19,5030.000000,5069.000000,4965.000000,5069.000000,0
2003/6/20,5025.000000,5055.000000,4993.000000,5019.000000,26259
2003/6/23,4995.000000,5025.000000,4925.000000,4925.000000,0
2003/6/24,4885.000000,4908.000000,4855.000000,4906.000000,25968
2003/6/25,4886.000000,4949.000000,4875.000000,4940.000000,22985
2003/6/26,4911.000000,4925.000000,4876.000000,4885.000000,20537
2003/6/27,4925.000000,4942.000000,4825.000000,4861.000000,28393
2003/6/30,4840.000000,4890.000000,4833.000000,4885.000000,0
2003/7/1,4875.000000,5044.000000,4872.000000,5038.000000,36268
2003/7/2,5072.000000,5156.000000,5060.000000,5140.000000,33444
2003/7/3,5194.000000,5210.000000,5111.000000,5122.000000,0
2003/7/4,5139.000000,5196.000000,5100.000000,5191.000000,0
2003/7/7,5218.000000,5370.000000,5211.000000,5370.000000,37537
2003/7/8,5410.000000,5432.000000,5344.000000,5382.000000,39373
2003/7/9,5359.000000,5403.000000,5352.000000,5375.000000,29772
2003/7/10,5365.000000,5393.000000,5250.000000,5250.000000,39430
2003/7/11,5206.000000,5267.000000,5174.000000,5265.000000,30215
2003/7/14,5265.000000,5433.000000,5265.000000,5412.000000,34274
2003/7/15,5422.000000,5435.000000,5320.000000,5328.000000,18194
2003/7/16,5356.000000,5443.000000,5333.000000,5429.000000,12426
2003/7/17,5360.000000,5388.000000,5245.000000,5251.000000,0
2003/7/18,5251.000000,5298.000000,5221.000000,5255.000000,35942
2003/7/21,5282.000000,5315.000000,5196.000000,5239.000000,33340
2003/7/22,5239.000000,5297.000000,5215.000000,5293.000000,38329
2003/7/23,5310.000000,5344.000000,5283.000000,5307.000000,37156
2003/7/24,5325.000000,5415.000000,5315.000000,5415.000000,40588
2003/7/25,5380.000000,5415.000000,5365.000000,5384.000000,24845
2003/7/28,5454.000000,5497.000000,5451.000000,5475.000000,26930
2003/7/29,5467.000000,5469.000000,5333.000000,5355.000000,39263
2003/7/30,5345.000000,5374.000000,5280.000000,5308.000000,30831
2003/7/31,5312.000000,5339.000000,5265.000000,5330.000000,32565
2003/8/1,5359.000000,5410.000000,5352.000000,5390.000000,32894
2003/8/4,5360.000000,5378.000000,5337.000000,5370.000000,21244
2003/8/5,5389.000000,5410.000000,5258.000000,5269.000000,37517
2003/8/6,5210.000000,5242.000000,5205.000000,5242.000000,20192
2003/8/7,5235.000000,5298.000000,5186.000000,5281.000000,40112
2003/8/8,5281.000000,5294.000000,5206.000000,5206.000000,28656
2003/8/11,5200.000000,5251.000000,5164.000000,5251.000000,23654
2003/8/12,5260.000000,5275.000000,5240.000000,5265.000000,25445
2003/8/13,5315.000000,5480.000000,5301.000000,5471.000000,45988
2003/8/14,5464.000000,5493.000000,5420.000000,5466.000000,33203
2003/8/15,5490.000000,5560.000000,5475.000000,5490.000000,35813
2003/8/18,5531.000000,5543.000000,5470.000000,5539.000000,22041
2003/8/19,5640.000000,5648.000000,5521.000000,5555.000000,17227
2003/8/20,5543.000000,5567.000000,5520.000000,5520.000000,8073
2003/8/21,5545.000000,5636.000000,5503.000000,5611.000000,0
2003/8/22,5624.000000,5688.000000,5612.000000,5613.000000,35145
2003/8/25,5609.000000,5674.000000,5593.000000,5665.000000,0
2003/8/26,5630.000000,5638.000000,5542.000000,5580.000000,38890
2003/8/27,5580.000000,5606.000000,5547.000000,5548.000000,0
2003/8/28,5559.000000,5595.000000,5520.000000,5548.000000,30378
2003/8/29,5590.000000,5678.000000,5573.000000,5668.000000,45482
2003/9/1,5690.000000,5732.000000,5668.000000,5717.000000,0
2003/9/2,5735.000000,5755.000000,5681.000000,5755.000000,0
2003/9/3,5780.000000,5785.000000,5670.000000,5675.000000,0
2003/9/4,5675.000000,5699.000000,5633.000000,5654.000000,0
2003/9/5,5680.000000,5718.000000,5635.000000,5683.000000,0
2003/9/8,5669.000000,5775.000000,5636.000000,5753.000000,46555
2003/9/9,5788.000000,5808.000000,5680.000000,5709.000000,39280
2003/9/10,5678.000000,5685.000000,5617.000000,5652.000000,36114
2003/9/12,5644.000000,5686.000000,5622.000000,5666.000000,27882
2003/9/15,5670.000000,5684.000000,5635.000000,5652.000000,20867
2003/9/16,5635.000000,5723.000000,5633.000000,5716.000000,26867
2003/9/17,5758.000000,5769.000000,5737.000000,5761.000000,0
2003/9/18,5750.000000,5765.000000,5691.000000,5759.000000,38488
2003/9/19,5782.000000,5797.000000,5723.000000,5749.000000,36540
2003/9/22,5717.000000,5729.000000,5688.000000,5695.000000,31598
2003/9/23,5681.000000,5720.000000,5675.000000,5714.000000,24963
2003/9/24,5723.000000,5745.000000,5682.000000,5745.000000,0
2003/9/25,5660.000000,5703.000000,5644.000000,5688.000000,29743
2003/9/26,5668.000000,5715.000000,5665.000000,5687.000000,29079
2003/9/29,5670.000000,5689.000000,5660.000000,5665.000000,18729
2003/9/30,5681.000000,5689.000000,5641.000000,5641.000000,21026
2003/10/1,5625.000000,5643.000000,5596.000000,5630.000000,25553
2003/10/2,5663.000000,5730.000000,5656.000000,5720.000000,0
2003/10/3,5710.000000,5747.000000,5708.000000,5742.000000,26731
2003/10/6,5775.000000,5850.000000,5772.000000,5829.000000,0
2003/10/7,5843.000000,5855.000000,5826.000000,5855.000000,20643
2003/10/8,5850.000000,5859.000000,5815.000000,5834.000000,23986
2003/10/9,5830.000000,5894.000000,5826.000000,5894.000000,25170
2003/10/13,5940.000000,6028.000000,5901.000000,6028.000000,25046
2003/10/14,6032.000000,6040.000000,5955.000000,5979.000000,0
2003/10/15,6000.000000,6000.000000,5944.000000,5950.000000,0
2003/10/16,5965.000000,6084.000000,5952.000000,6060.000000,34726
2003/10/17,6074.000000,6088.000000,6051.000000,6080.000000,0
2003/10/20,6060.000000,6115.000000,6042.000000,6072.000000,23731
2003/10/21,6098.000000,6109.000000,6001.000000,6074.000000,0
2003/10/22,6055.000000,6080.000000,6021.000000,6051.000000,23581
2003/10/23,5980.000000,5998.000000,5945.000000,5945.000000,31506
2003/10/24,5965.000000,5975.000000,5936.000000,5958.000000,0
2003/10/27,5975.000000,6004.000000,5963.000000,6000.000000,16968
2003/10/28,6004.000000,6137.000000,5991.000000,6130.000000,0
2003/10/29,6168.000000,6194.000000,6134.000000,6160.000000,27983
2003/10/30,6150.000000,6165.000000,6105.000000,6134.000000,0
2003/10/31,6125.000000,6139.000000,6052.000000,6068.000000,32531
2003/11/3,6068.000000,6150.000000,6054.000000,6150.000000,0
2003/11/4,6170.000000,6188.000000,6124.000000,6144.000000,26749
2003/11/5,6129.000000,6190.000000,6112.000000,6165.000000,29556
2003/11/6,6181.000000,6185.000000,5734.000000,5975.000000,45339
2003/11/7,6035.000000,6064.000000,5992.000000,6059.000000,30177
2003/11/10,6032.000000,6087.000000,6010.000000,6049.000000,28387
2003/11/11,6021.000000,6046.000000,5993.000000,6040.000000,30237
2003/11/12,6030.000000,6060.000000,6005.000000,6009.000000,23476
2003/11/13,6070.000000,6088.000000,6047.000000,6072.000000,0
2003/11/14,6068.000000,6078.000000,6033.000000,6058.000000,22455
2003/11/17,6018.000000,6018.000000,5960.000000,5978.000000,24092
2003/11/18,5978.000000,5994.000000,5944.000000,5985.000000,19621
2003/11/19,5900.000000,5929.000000,5841.000000,5865.000000,19590
2003/11/20,5915.000000,5932.000000,5883.000000,5898.000000,28598
2003/11/21,5852.000000,5875.000000,5811.000000,5862.000000,28996
2003/11/24,5845.000000,5869.000000,5835.000000,5850.000000,15635
2003/11/25,5924.000000,5934.000000,5882.000000,5888.000000,0
2003/11/26,5897.000000,5915.000000,5885.000000,5904.000000,14552
2003/11/27,5895.000000,5896.000000,5800.000000,5818.000000,31806
2003/11/28,5828.000000,5858.000000,5793.000000,5808.000000,23855
2003/12/1,5781.000000,5916.000000,5775.000000,5914.000000,35119
2003/12/2,5938.000000,5948.000000,5904.000000,5930.000000,22366
2003/12/3,5922.000000,5940.000000,5890.000000,5908.000000,0
2003/12/4,5900.000000,5935.000000,5887.000000,5934.000000,24327
2003/12/5,5928.000000,5932.000000,5892.000000,5904.000000,20587
2003/12/8,5864.000000,5870.000000,5836.000000,5847.000000,17369
2003/12/9,5867.000000,5884.000000,5840.000000,5873.000000,18817
2003/12/10,5820.000000,5835.000000,5800.000000,5830.000000,0
2003/12/11,5840.000000,5890.000000,5833.000000,5890.000000,19515
2003/12/12,5938.000000,5938.000000,5881.000000,5885.000000,23749
2003/12/15,5930.000000,5968.000000,5902.000000,5968.000000,22083
2003/12/16,5892.000000,5920.000000,5884.000000,5901.000000,15625
2003/12/17,5905.000000,5920.000000,5735.000000,5750.000000,18191
2003/12/18,5785.000000,5810.000000,5761.000000,5780.000000,19272
2003/12/19,5811.000000,5827.000000,5752.000000,5800.000000,24275
2003/12/22,5810.000000,5864.000000,5796.000000,5838.000000,0
2003/12/23,5850.000000,5854.000000,5825.000000,5838.000000,14754
2003/12/24,5845.000000,5900.000000,5841.000000,5864.000000,28124
2003/12/25,5860.000000,5891.000000,5845.000000,5860.000000,17483
2003/12/26,5870.000000,5882.000000,5836.000000,5867.000000,17939
2003/12/29,5870.000000,5888.000000,5827.000000,5836.000000,19040
2003/12/30,5870.000000,5909.000000,5847.000000,5890.000000,31898
2003/12/31,5899.000000,5917.000000,5883.000000,5903.000000,16172
2004/1/2,5900.000000,6072.000000,5897.000000,6056.000000,40340
2004/1/5,6074.000000,6154.000000,6060.000000,6144.000000,32440
2004/1/6,6172.000000,6178.000000,6128.000000,6160.000000,27231
2004/1/7,6163.000000,6252.000000,6160.000000,6174.000000,44225
2004/1/8,6188.000000,6225.000000,6175.000000,6211.000000,26881
2004/1/9,6278.000000,6299.000000,6242.000000,6270.000000,32732
2004/1/12,6258.000000,6280.000000,6241.000000,6275.000000,0
2004/1/13,6288.000000,6289.000000,6221.000000,6254.000000,24587
2004/1/14,6240.000000,6345.000000,6225.000000,6325.000000,33200
2004/1/15,6312.000000,6334.000000,6288.000000,6300.000000,18596
2004/1/16,6329.000000,6344.000000,6285.000000,6285.000000,17175
2004/1/27,6325.000000,6387.000000,6325.000000,6370.000000,15779
2004/1/28,6370.000000,6398.000000,6351.000000,6367.000000,24205
2004/1/29,6332.000000,6344.000000,6302.000000,6331.000000,29564
2004/1/30,6330.000000,6387.000000,6325.000000,6381.000000,24339
2004/2/2,6375.000000,6381.000000,6323.000000,6330.000000,24701
2004/2/3,6300.000000,6300.000000,6230.000000,6259.000000,28982
2004/2/4,6245.000000,6280.000000,6235.000000,6235.000000,20372
